,Train Loss,Train Accuracy
0,0.005147057811104922,89.52182595065811
1,0.002345680731310979,95.43566014643677
2,0.0019168325218494348,96.32190324866339
3,0.0017001372525271838,96.75079981963799
4,0.0015502340809204517,97.03583621411548
5,0.0014307790270066958,97.27202456358835
6,0.0013499254204933293,97.43306207459258
7,0.001286727277843928,97.55384020784574
8,0.0012035379280641509,97.72722392802697
9,0.0011907200301021995,97.73205505335709
10,0.0011352506023192214,97.89362935606466
11,0.0010956109802739177,98.01011315569107
12,0.0011209670640850529,97.93871985914586
13,0.0010554765318675039,98.08580078586306
14,0.0010187095677391504,98.14484787323127
15,0.0009773538367213591,98.22053550340326
16,0.0009759879195815753,98.24791188027397
17,0.0009734921782640194,98.2833401326949
18,0.0009669504987296296,98.32306271874262
19,0.0009659204069235402,98.32359951044597
20,0.0009538443858544423,98.35151267902003
21,0.0009078693218362506,98.42397955897194
22,0.0009241554228279325,98.42827389259871
23,0.0009102502733874505,98.49000493848366
24,0.0008837652509298207,98.52167564898117
25,0.0008883407267015518,98.53616902497156
26,0.0008670134051201612,98.57320765250253
27,0.0008784243013154157,98.54153694200502
28,0.0008922151789542985,98.54744165074185
29,0.0007988437138785314,98.70042728619588
30,0.0008776259419074624,98.58662744508621
31,0.0008630735529063624,98.66499903377493
32,0.000811512999165533,98.68056599317201
33,0.0007934068192111648,98.75249608142057
34,0.0008619080653035475,98.66983015910506
35,0.0008233000197297845,98.71277349537286
36,0.0008480337077555197,98.68432353509544
37,0.0008502107922271202,98.70740557833938
38,0.000852584280490238,98.66875657569837
39,0.0008797793719237955,98.6692933674017
40,0.0008746110661147616,98.70257445300925
41,0.0008511070217236111,98.76054795697078
42,0.0008285236433485045,98.78470358362141
43,0.0008464477204544405,98.75786399845404
44,0.0009054956978665911,98.70150086960255
45,0.0008341230469101636,98.81637429411892
46,0.001028298070678322,98.60219440448328
47,0.0008796317831767757,98.73585553861679
48,0.0008646530716329347,98.77987245829128
49,0.0009031182319063345,98.72297253773645
50,0.000875949777322749,98.7766517080712
51,0.0009218798149630308,98.71921499581302
52,0.0008939398260111382,98.76484229059756
53,0.0009986672519716126,98.61668778047367
54,0.0009015880287886105,98.82442616966912
55,0.00089483975143531,98.82496296137246
56,0.0008834230718369514,98.86468554742018
57,0.0008669650094169036,98.83784596225281
58,0.000920024760662078,98.819595044339
59,0.0010098391202367403,98.72780366306658
60,0.0009561056671749411,98.77128379103772
61,0.000903510402136261,98.8061752517553
62,0.0008741041951210244,98.85717046357331
63,0.0010263002638074149,98.69022824383227
64,0.000990638527629298,98.74605458098038
65,0.0010370727853899486,98.6827131599854
66,0.0008597113954749241,98.8807892985206
67,0.0010092945542310339,98.77826208318125
68,0.0010195355319469704,98.75356966482725
69,0.0009824827027637194,98.77450454125781
70,0.001069918076428542,98.71921499581302
71,0.0011569179051166701,98.59306894552637
72,0.001114992325398922,98.65426319970798
73,0.0010500787779004457,98.76215833208082
74,0.0011079426109841285,98.6091726966268
75,0.0011591222073232862,98.61293023855023
76,0.0013601284117494966,98.36976359693385
77,0.0011990681417363498,98.58125952805274
78,0.0012950354781717573,98.57589161101926
79,0.0012690995341037437,98.43417860133555
80,0.0011195964148166214,98.65479999141134
81,0.0013282326509676241,98.48248985463681
82,0.0015236574669474428,98.33701930302965
83,0.0014684332335014752,98.40680222446481
84,0.001388294372677107,98.36761643012045
85,0.001299562562455249,98.40250789083804
86,0.0015136575796334101,98.27582504884805
87,0.0016798695846630199,97.75996822193116
88,0.0015104207116220186,98.26616279818779
89,0.0012285063090583448,98.48195306293346
90,0.0015982248893600703,98.16309879114509
91,0.0012118951238375452,98.4835634380435
92,0.001454436596384551,98.16041483262835
93,0.0013920290883332833,98.32789384407275
