,Train Loss,Train Accuracy
0,0.0028903984212627016,94.085
1,0.0009181451094521132,98.33333333333333
2,0.0007272949569744621,98.69333333333333
3,0.0006030431004311444,98.98833333333333
4,0.0005052364873783215,99.1
5,0.0004671737362890174,99.13333333333333
6,0.000453305642180203,99.17166666666667
7,0.0003838397863939463,99.31166666666667
8,0.0003642484160314325,99.31166666666667
9,0.00035639517534909827,99.34166666666667
10,0.00030116710611349996,99.49833333333333
11,0.00029855126801284465,99.50666666666666
12,0.00026640487017325255,99.55000000000001
13,0.00030165105198443125,99.49
14,0.0002993397607343733,99.515
15,0.000265155852465898,99.54499999999999
16,0.0002550867614871057,99.59333333333333
17,0.0002252696729447469,99.61333333333333
18,0.00029514395655520217,99.54833333333333
19,0.000290338658889127,99.55666666666667
20,0.00019797853753415897,99.68333333333334
21,0.00020178727459689558,99.665
22,0.0002844681188008689,99.54833333333333
23,0.0002596289947536965,99.55833333333334
24,0.00021219802332894322,99.66333333333334
25,0.0002604785283018628,99.605
26,0.0002094761709277334,99.65833333333333
27,0.00022743780603297527,99.68833333333333
28,0.00021748721047387996,99.69833333333334
29,0.00019868060383077232,99.69333333333333
